Name,representative_disperions,disperse,no_dispersion,no_data,slight_dispersion,actinacidiphila,Phaeacidiphilus,Mangrovactinospora,Wenjunlia,Streptantibioticus
Streptomyces_violaceus_id000715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_purpurascens_id000716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_luteogriseus__COLLAPSED__id000717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_djakartensis__COLLAPSED__id000718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_violarus__COLLAPSED__id000719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured_actinomycete_id000720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_boninensis__COLLAPSED__id000722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albus__COLLAPSED__id000723,NA,albus,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinomycete_TGcL-01-09_id000725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_luteogriseus_id000727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_luteogriseus_id000728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_tibetensis_id000729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_luteogriseus_id000731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_luteogriseus_id000732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_tumenensis_id000734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_luteogriseus_id000735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_fabae_id000736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_violaceus_id000737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_sp.__5__Streptomyces_purpurascens__2__Streptomyces_violaceus__6__Streptomyces_roseoviolaceus__5__id000738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_jeddahensis__COLLAPSED__id000740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_venetus__COLLAPSED__id000741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_levis__COLLAPSED__id000742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_olivoverticillatus__COLLAPSED__id000743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_carpinensis__COLLAPSED__id000744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinobacterium_HSr16_id000745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_pseudogriseolus_id000746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_flavomacrosporus__COLLAPSED__id000747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinobacterium_220225_id000750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_rubiginosus_id000751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_vinaceus_id000753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_flavomacrosporus_id000755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinobacterium_NDZKDS34_id000758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_capillispiralis_id000759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_pseudogriseolus_id000762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_gancidicus_id000767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_vinaceus_id000768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_werraensis_id000769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_cellulosae_id000772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_caelestis_id000776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_werraensis_id000777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_pseudogriseolus_id000781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinobacterium_220224_id000782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_lavendulocolor_id000783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_minutiscleroticus_id000784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_shandongensis_id000785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_minutiscleroticus__COLLAPSED__id000786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_minutiscleroticus_id000787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinomycete_LQ177_id000789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_cellulosae_id000790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinobacterium_ZXY010_id000791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_cellulosae__COLLAPSED__id000792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_cellulosae__COLLAPSED__id000793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_caelestis_id000795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinomycete_LQ14_id000796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_cellulosae__COLLAPSED__id000797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_nodosus__COLLAPSED__id000802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_azureus__COLLAPSED__id000803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_cyaneus_id000804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_swartbergensis_id000805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_caelestis__COLLAPSED__id000806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_caelestis_id000807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_olivoverticillatus_id000808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_caelestis_id000809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_caelestis_id000810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_griseoruber_id000813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_azureus_id000814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_stramineus__3__Streptomyces_azureus__3__Streptomyces_sp.__1__id000815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_asenjonii_id000819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albus__COLLAPSED__id000821,NA,albus,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_fumanus__COLLAPSED__id000822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_niveoruber_id000825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_griseoviridis_id000826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_goshikiensis__2__Streptomyces_niveoruber__4__Streptomyces_sp.__3__id000827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_niveoruber_id000828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_niveoruber_id000829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_rosa_id000830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_rosa_id000831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albidoflavus__4__Streptomyces_sp.__1__Streptomyces_coelicolor__1__id000832,NA,NA,NA,coelicolor,NA,NA,NA,NA,NA,NA
Streptomyces_sp.__14__Streptomyces_griseoviridis__7__Streptomyces_thermodiastaticus__2__Streptomyces_aurantiogriseus__3__Streptomyces_niveoruber__3__Streptomyces_thermovulgaris__2__Streptomyces_rosa__2__id000833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_griseoviridis_id000834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albidoflavus_id000835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_mashuensis__COLLAPSED__id000836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_sp.__2__Streptomyces_roseorubens__2__Streptomyces_ghanaensis__1__Streptomyces_viridosporus__1__id000837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_fumanus__COLLAPSED__id000839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_pallidus_id000840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_thermodiastaticus__COLLAPSED__id000841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_roseiscleroticus__6__Streptomyces_sp.__6__Streptomyces_rubiginosus__3__Streptomyces_ruber__3__id000842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_roseiscleroticus_id000844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_nogalater__COLLAPSED__id000845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_andamanensis_id000849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_andamanensis_id000850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_sahachiroi_id000851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_anandii__COLLAPSED__id000852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_sahachiroi_id000854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_andamanensis_id000855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_mashuensis__COLLAPSED__id000857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_spiralis_id000858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_panayensis__COLLAPSED__id000861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_naganishii__COLLAPSED__id000862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_coeruleofuscus_id000863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_kalpinensis__COLLAPSED__id000864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_anandii__COLLAPSED__id000865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_werraensis__COLLAPSED__id000868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinomycete_LQ35_id000870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis__COLLAPSED__id000872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis__2__Streptomyces_peruviensis__1__Streptomyces_sp.__1__id000873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_griseoflavus__COLLAPSED__id000874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_sp.__7__Streptomyces_violaceochromogenes__3__Streptomyces_violochromogenes__2__id000878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_collinus_id000884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinomycete_LQ102__COLLAPSED__id000886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_akiyoshiensis_id000889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinobacterium_HM2JKDS12__COLLAPSED__id000890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_iakyrus__COLLAPSED__id000891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_massasporeus__COLLAPSED__id000892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_violaceochromogenes_id000893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_violaceochromogenes__COLLAPSED__id000894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_iakyrus_id000895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_iakyrus_id000896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_iakyrus_id000897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_iakyrus__COLLAPSED__id000900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_longispororuber__COLLAPSED__id000902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus__COLLAPSED__id000904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synechococcus_sp.__COLLAPSED__id000905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus__COLLAPSED__id000908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus__COLLAPSED__id000909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_atrovirens_id000910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_setonii__1__Streptomyces_griseus__1__id000912,griseus,griseus,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_atrovirens__COLLAPSED__id000919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus__COLLAPSED__id000921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_atrovirens__COLLAPSED__id000923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus__COLLAPSED__id000927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus__COLLAPSED__id000929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_sp.__2__Streptomyces_albogriseolus__2__Streptomyces_griseoruber__2__id000930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_thermoluteus_id000934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus__COLLAPSED__id000936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis__COLLAPSED__id000938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_thermoluteus_id000939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus_id000940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albogriseolus__COLLAPSED__id000942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_phaeochromogenes_id000943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardioides_thermolilacinus__2__Streptomyces_sp.__2___Nocardioides__thermolilacinus__2__id000944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_pulcher__COLLAPSED__id000945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_speibonae__COLLAPSED__id000946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinomycete_LQ9_id000948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_griseoincarnatus_id000951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_griseorubens__COLLAPSED__id000953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_thermocoerulescens_id000955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Streptomyces_sp.__1__""Streptomyces_viridis""__1__Streptomyces_viridis__1__id000956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_griseorubens_id000958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
streptomyces_sp._id000959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_coeruleorubidus__COLLAPSED__id000961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_paradoxus__COLLAPSED__id000962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_violorubens_id000963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_paradoxus__COLLAPSED__id000964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_flaveolus__COLLAPSED__id000965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_viridochromogenes__COLLAPSED__id000966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_viridochromogenes_id000967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_viridochromogenes_id000968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_viridochromogenes_id000970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_viridochromogenes_id000971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_griseorubens__COLLAPSED__id000972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_thermocoerulescens_id000973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_tendae__COLLAPSED__id000974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albidoflavus_id000978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis_id000979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_labedae_id000980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_vinaceus_id000981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis__COLLAPSED__id000982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_albidoflavus_id000987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_pseudogriseolus_id000988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_labedae_id000992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis_id000993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
actinobacterium_ASH252_id000995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_tunisiensis_id000997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis_id000998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id000999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis_id001000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces_variabilis_id001001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id001002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
no_species_info_id001003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
